,Email No.,the,to,ect,and,for,of,a,you,hou
1844,Email 1845,1,0,1,0,3,0,7,0,0
1845,Email 1846,17,5,6,4,3,4,72,7,1
1846,Email 1847,1,3,1,0,0,0,14,0,0
1847,Email 1848,1,4,2,0,1,0,9,0,0
1848,Email 1849,2,4,1,1,2,7,33,1,0
1849,Email 1850,0,0,1,0,0,0,3,0,0
1850,Email 1851,0,0,1,0,1,0,3,0,0
1851,Email 1852,13,6,13,3,6,3,80,3,8
1852,Email 1853,8,3,1,2,4,1,44,3,2
1853,Email 1854,2,4,1,1,1,2,74,0,0
1854,Email 1855,10,14,7,8,11,6,115,7,1
1855,Email 1856,0,3,1,1,0,0,21,1,1
1856,Email 1857,17,20,17,4,12,1,124,9,5
1857,Email 1858,2,5,1,1,2,5,70,0,0
1858,Email 1859,0,1,2,0,0,0,14,0,1
1859,Email 1860,12,2,2,10,7,3,61,3,1
1860,Email 1861,4,13,5,1,4,1,61,0,1
1861,Email 1862,1,4,3,0,0,0,9,0,0
1862,Email 1863,2,6,1,2,2,1,37,3,0
1863,Email 1864,0,0,1,0,1,0,3,0,0
1864,Email 1865,0,0,1,0,1,0,4,0,0
1865,Email 1866,1,2,3,2,3,0,37,1,1
1866,Email 1867,0,0,1,0,1,0,4,0,0
1867,Email 1868,1,0,2,0,0,0,12,1,0
1868,Email 1869,0,0,1,0,1,0,3,0,0
1869,Email 1870,13,8,4,19,16,17,136,12,1
1870,Email 1871,0,0,1,2,0,0,16,5,0
1871,Email 1872,4,1,1,3,1,2,27,2,0
1872,Email 1873,2,0,1,0,0,0,2,0,0
1873,Email 1874,0,0,1,0,0,0,6,0,0
1874,Email 1875,1,0,1,0,3,0,11,0,0
1875,Email 1876,5,3,3,0,2,1,20,0,0
1876,Email 1877,1,0,1,0,0,0,2,0,0
1877,Email 1878,0,0,1,2,0,0,5,0,0
1878,Email 1879,1,5,2,3,0,1,24,6,0
1879,Email 1880,0,0,1,0,1,0,12,0,0
1880,Email 1881,3,2,1,4,2,0,39,7,0
1881,Email 1882,0,0,1,0,0,0,6,0,0
1882,Email 1883,0,0,1,0,1,0,3,0,0
1883,Email 1884,13,7,26,4,6,3,103,3,14
1884,Email 1885,14,9,29,7,4,3,106,4,15
1885,Email 1886,1,0,1,0,2,0,8,0,0
1886,Email 1887,5,3,24,1,9,0,37,1,11
1887,Email 1888,1,2,15,0,7,0,20,0,7
1888,Email 1889,2,2,1,3,0,0,17,1,0
1889,Email 1890,0,0,1,0,1,0,3,0,0
1890,Email 1891,1,2,1,0,0,1,5,1,0
1891,Email 1892,1,1,7,0,3,0,18,0,3
1892,Email 1893,6,7,18,0,3,1,32,1,8
1893,Email 1894,2,4,1,2,4,2,31,1,0
1894,Email 1895,1,2,2,0,3,0,24,0,0
1895,Email 1896,0,0,1,0,1,0,4,0,0
1896,Email 1897,0,1,1,0,0,3,3,0,0
1897,Email 1898,0,0,1,0,1,0,3,0,0
1898,Email 1899,0,1,1,0,0,0,0,1,0
1899,Email 1900,5,3,4,0,1,2,24,0,0
1900,Email 1901,7,7,34,6,7,0,97,3,17
1901,Email 1902,7,4,21,6,6,0,79,2,11
1902,Email 1903,6,9,14,3,6,5,62,3,4
1903,Email 1904,29,9,1,6,9,10,187,8,4
1904,Email 1905,1,6,2,1,4,2,31,5,0
1905,Email 1906,0,1,2,0,0,0,14,0,1
1906,Email 1907,4,10,2,0,4,1,53,12,0
1907,Email 1908,0,0,1,0,1,0,3,0,0
1908,Email 1909,2,0,2,0,2,0,4,1,0
1909,Email 1910,1,2,1,0,0,2,6,1,0
1910,Email 1911,1,2,1,0,0,2,6,1,0
1911,Email 1912,0,0,1,0,1,0,3,0,0
1912,Email 1913,0,0,1,0,1,0,4,0,0
1913,Email 1914,0,0,3,0,1,0,9,0,0
1914,Email 1915,6,6,28,2,2,0,58,1,14
1915,Email 1916,4,3,14,3,0,0,43,1,7
1916,Email 1917,5,5,20,3,0,0,59,1,10
1917,Email 1918,0,2,1,0,0,0,0,0,0
1918,Email 1919,0,1,2,0,0,0,14,0,1
1919,Email 1920,16,12,38,5,4,4,97,2,15
1920,Email 1921,14,10,3,5,3,7,120,4,3
1921,Email 1922,4,3,5,1,3,1,33,3,1
1922,Email 1923,15,6,2,4,1,6,39,5,1
1923,Email 1924,7,13,1,4,8,2,102,2,0
1924,Email 1925,0,0,1,0,1,0,4,0,0
1925,Email 1926,0,2,1,0,2,1,30,4,0
1926,Email 1927,0,0,1,0,1,0,3,0,0
1927,Email 1928,15,18,63,9,7,1,198,3,33
1928,Email 1929,11,16,47,8,8,0,156,4,23
1929,Email 1930,3,13,2,1,9,1,65,14,0
1930,Email 1931,4,6,1,0,1,2,36,3,0
1931,Email 1932,7,7,3,2,1,1,26,4,0
1932,Email 1933,1,0,1,0,1,0,6,0,0
1933,Email 1934,0,0,1,0,2,0,10,0,0
1934,Email 1935,0,0,1,0,1,0,4,1,0
1935,Email 1936,17,51,12,13,8,7,911,0,2
1936,Email 1937,0,0,1,0,1,0,9,0,0
1937,Email 1938,0,0,1,0,1,0,3,0,0
1938,Email 1939,0,0,1,0,0,1,8,0,0
1939,Email 1940,3,0,1,1,2,1,11,1,0
1940,Email 1941,0,1,1,0,0,0,3,1,0
1941,Email 1942,5,7,2,2,3,3,47,10,1
1942,Email 1943,2,0,1,1,0,0,7,0,0
1943,Email 1944,6,5,41,1,17,0,68,2,20
1944,Email 1945,0,1,2,0,0,0,14,0,1
1945,Email 1946,1,0,1,0,1,0,9,1,1
1946,Email 1947,0,0,1,0,1,0,5,0,0
1947,Email 1948,3,2,1,3,2,2,27,1,0
1948,Email 1949,0,1,1,0,0,0,4,0,0
1949,Email 1950,1,1,1,0,2,0,18,2,0
1950,Email 1951,1,2,1,2,1,0,18,1,2
1951,Email 1952,3,3,1,2,0,0,22,1,0
1952,Email 1953,4,3,2,0,6,4,46,9,1
1953,Email 1954,2,5,1,1,3,3,78,1,0
1954,Email 1955,4,4,10,0,3,0,49,3,4
1955,Email 1956,5,5,13,2,3,0,34,2,7
1956,Email 1957,42,11,5,15,3,22,179,4,1
1957,Email 1958,4,1,1,0,1,3,13,1,0
1958,Email 1959,0,0,1,0,1,0,3,0,0
1959,Email 1960,0,1,1,2,1,0,20,1,0
1960,Email 1961,0,0,1,0,1,0,4,0,0
1961,Email 1962,8,0,1,2,3,0,28,1,1
1962,Email 1963,0,2,3,0,1,1,49,1,1
1963,Email 1964,4,8,1,1,1,0,24,3,0
1964,Email 1965,1,1,1,1,2,0,9,0,0
1965,Email 1966,0,2,2,1,1,0,46,0,0
1966,Email 1967,0,0,1,0,1,0,3,0,0
1967,Email 1968,0,0,1,0,0,1,6,0,1
1968,Email 1969,0,0,1,0,1,0,4,0,0
1969,Email 1970,0,1,1,0,0,0,0,0,0
1970,Email 1971,1,1,1,1,2,0,9,0,0
1971,Email 1972,1,3,1,0,0,0,13,0,0
1972,Email 1973,0,0,2,3,4,1,32,2,1
1973,Email 1974,9,7,1,0,2,3,23,0,0
1974,Email 1975,0,0,1,0,1,0,3,0,0
1975,Email 1976,0,0,1,0,1,0,5,0,0
1976,Email 1977,0,6,2,0,0,1,16,3,1
1977,Email 1978,12,20,2,9,3,8,83,17,0
1978,Email 1979,7,0,1,2,2,1,20,2,3
1979,Email 1980,0,1,2,0,0,0,14,0,1
1980,Email 1981,12,26,13,20,32,12,271,7,4
1981,Email 1982,3,2,1,0,0,1,15,0,1
1982,Email 1983,0,0,1,0,1,0,3,0,0
1983,Email 1984,0,0,1,0,1,0,9,0,0
1984,Email 1985,1,1,1,0,0,0,0,0,0
1985,Email 1986,1,1,1,1,0,1,8,0,0
1986,Email 1987,24,25,89,8,13,1,254,6,44
1987,Email 1988,20,23,78,8,13,1,234,5,39
1988,Email 1989,13,20,66,8,10,0,195,4,33
1989,Email 1990,12,19,55,8,10,0,180,4,28
1990,Email 1991,11,8,7,3,8,0,56,1,6
1991,Email 1992,8,19,17,4,2,4,113,10,5
1992,Email 1993,0,1,1,0,0,0,3,0,0
1993,Email 1994,5,10,10,4,1,4,63,5,3
1994,Email 1995,5,8,9,1,2,0,43,5,4
1995,Email 1996,11,14,6,10,9,5,111,7,1
1996,Email 1997,38,37,9,24,16,20,313,49,1
1997,Email 1998,5,4,4,2,0,0,22,0,2
1998,Email 1999,0,0,2,0,1,0,8,0,0
1999,Email 2000,1,4,1,2,0,1,13,2,0
2000,Email 2001,0,0,2,0,1,0,7,0,0
2001,Email 2002,2,1,1,2,2,2,25,0,0
2002,Email 2003,0,0,1,0,1,0,3,0,0
2003,Email 2004,0,0,1,0,1,0,4,0,0
2004,Email 2005,0,0,1,0,0,0,7,0,0
2005,Email 2006,2,1,1,2,2,3,24,0,0
2006,Email 2007,16,28,20,8,8,5,176,13,6
2007,Email 2008,12,12,8,3,8,0,78,4,7
2008,Email 2009,0,0,1,0,0,0,2,0,0
2009,Email 2010,21,13,17,4,12,1,102,3,9
2010,Email 2011,1,2,11,1,2,0,30,3,5
2011,Email 2012,2,2,1,0,3,0,10,1,0
2012,Email 2013,0,0,1,0,1,0,3,0,0
2013,Email 2014,36,23,4,19,17,36,322,6,2
2014,Email 2015,7,1,2,1,3,1,30,0,0
2015,Email 2016,3,2,7,0,3,1,27,1,3
2016,Email 2017,23,15,21,4,15,2,130,5,11
2017,Email 2018,2,0,1,1,0,1,35,0,0
2018,Email 2019,8,9,1,3,1,1,53,2,0
2019,Email 2020,0,0,1,0,1,0,3,0,0
2020,Email 2021,0,0,1,1,0,0,10,0,0
2021,Email 2022,0,0,1,0,1,0,6,0,0
2022,Email 2023,7,2,2,0,1,3,24,3,1
2023,Email 2024,2,0,1,3,1,1,31,6,0
2024,Email 2025,8,3,1,2,3,1,23,0,0
2025,Email 2026,14,15,6,11,11,5,127,9,1
2026,Email 2027,5,0,1,0,1,0,31,0,0
2027,Email 2028,0,0,1,0,0,0,2,1,0
2028,Email 2029,3,2,22,1,4,0,56,2,9
2029,Email 2030,55,53,16,28,28,44,466,14,5
2030,Email 2031,3,1,12,1,4,0,45,2,5
2031,Email 2032,2,0,1,1,2,0,29,2,0
2032,Email 2033,5,3,2,1,3,1,35,1,2
2033,Email 2034,6,3,25,0,3,3,32,0,10
2034,Email 2035,4,0,1,0,5,0,20,0,0
2035,Email 2036,6,3,18,0,10,0,63,0,8
2036,Email 2037,3,1,4,0,4,3,34,0,1
2037,Email 2038,2,3,8,0,1,0,25,0,4
2038,Email 2039,1,1,2,0,0,0,14,0,1
2039,Email 2040,0,0,1,1,1,0,15,1,0
2040,Email 2041,4,0,1,4,2,0,31,1,1
2041,Email 2042,0,0,2,0,0,0,2,0,0
2042,Email 2043,0,0,1,0,1,0,3,0,0
2043,Email 2044,0,0,1,0,1,0,6,0,0
2044,Email 2045,2,14,6,1,3,1,153,1,0
2045,Email 2046,3,0,1,0,1,1,8,0,1
2046,Email 2047,0,1,1,0,0,0,2,0,0
2047,Email 2048,2,3,8,0,1,0,25,0,4
2048,Email 2049,1,1,2,0,0,0,14,0,1
2049,Email 2050,19,25,3,8,5,4,131,2,2
2050,Email 2051,0,5,2,2,1,2,46,0,0
2051,Email 2052,0,0,3,2,2,1,14,0,0
2052,Email 2053,0,1,2,1,0,0,18,0,1
2053,Email 2054,2,3,2,0,0,1,6,0,0
2054,Email 2055,9,11,2,14,7,14,142,16,3
2055,Email 2056,0,0,1,0,1,0,15,0,0
2056,Email 2057,9,3,17,5,2,2,49,0,10
2057,Email 2058,6,12,20,0,3,1,75,0,8
2058,Email 2059,1,1,2,0,1,0,9,1,0
2059,Email 2060,80,67,42,37,17,51,551,3,1
2060,Email 2061,1,2,3,3,5,1,26,1,1
2061,Email 2062,11,10,24,2,3,1,59,2,12
2062,Email 2063,1,1,1,0,4,1,20,2,0
2063,Email 2064,51,55,6,33,22,36,440,6,7
2064,Email 2065,6,0,2,2,2,2,28,2,1
2065,Email 2066,18,18,63,5,6,4,143,3,26
2066,Email 2067,3,2,1,0,1,0,17,0,0
2067,Email 2068,0,0,1,0,1,0,3,0,0
2068,Email 2069,0,0,1,0,1,0,6,0,0
2069,Email 2070,6,3,16,5,2,1,53,0,9
2070,Email 2071,1,3,5,1,0,0,14,2,0
2071,Email 2072,3,2,1,0,1,0,17,0,0
2072,Email 2073,1,2,1,0,1,0,12,1,1
2073,Email 2074,1,3,3,3,4,0,26,0,1
2074,Email 2075,0,0,1,0,0,0,0,0,0
2075,Email 2076,9,12,21,2,5,5,81,1,10
2076,Email 2077,15,12,18,4,13,0,93,5,10
2077,Email 2078,3,3,1,4,6,2,42,3,0
2078,Email 2079,13,17,27,5,6,5,114,3,12
2079,Email 2080,2,1,1,1,2,2,11,0,1
2080,Email 2081,1,1,1,1,1,0,28,0,0
2081,Email 2082,0,0,1,0,0,1,6,1,0
2082,Email 2083,0,0,1,0,0,0,6,1,0
2083,Email 2084,6,5,2,1,4,3,36,1,1
2084,Email 2085,9,1,2,4,0,2,29,0,0
2085,Email 2086,1,2,20,0,1,0,31,1,9
2086,Email 2087,0,14,1,0,0,4,22,0,0
2087,Email 2088,4,4,20,2,1,0,46,0,9
2088,Email 2089,1,1,1,0,1,0,7,0,0
2089,Email 2090,3,3,1,0,0,0,23,1,0
2090,Email 2091,0,0,1,0,1,0,6,0,0
2091,Email 2092,2,1,1,3,2,3,27,0,0
2092,Email 2093,5,11,7,1,8,1,76,2,3
2093,Email 2094,2,1,1,2,2,2,27,0,0
2094,Email 2095,0,0,1,0,1,0,3,0,0
2095,Email 2096,1,4,2,0,5,1,37,0,1
2096,Email 2097,0,1,1,0,0,0,2,0,0
2097,Email 2098,9,1,2,4,0,2,29,0,0
2098,Email 2099,1,2,20,0,1,0,31,1,9
2099,Email 2100,4,4,20,2,1,0,46,0,9
2100,Email 2101,1,1,1,0,1,0,7,0,0
2101,Email 2102,9,6,5,2,6,6,66,12,4
2102,Email 2103,0,1,2,0,1,0,8,0,0
2103,Email 2104,2,0,1,0,3,0,18,0,1
2104,Email 2105,1,5,1,1,0,2,82,0,0
2105,Email 2106,0,0,1,0,1,0,2,0,0
2106,Email 2107,0,0,1,0,1,0,6,0,0
2107,Email 2108,1,1,1,0,0,0,9,0,0
2108,Email 2109,3,13,342,8,1,1,236,0,156
2109,Email 2110,2,3,2,5,2,2,72,0,0
2110,Email 2111,4,26,9,10,3,2,526,0,3
2111,Email 2112,5,2,2,0,1,0,15,0,1
2112,Email 2113,3,4,4,0,3,1,55,1,2
2113,Email 2114,16,8,10,6,11,4,68,7,7
2114,Email 2115,1,2,1,1,0,0,8,0,0
2115,Email 2116,2,0,1,0,0,4,6,0,0
2116,Email 2117,0,0,1,1,0,0,3,0,0
2117,Email 2118,0,1,1,1,0,1,10,3,0
2118,Email 2119,5,4,16,3,10,0,49,1,7
2119,Email 2120,2,1,1,3,0,0,28,1,0
2120,Email 2121,3,1,2,0,2,0,11,0,0
2121,Email 2122,15,6,8,5,8,7,98,7,0
2122,Email 2123,0,0,1,0,0,0,1,1,0
2123,Email 2124,2,2,9,3,5,0,28,1,4
2124,Email 2125,2,1,1,3,3,0,17,1,0
2125,Email 2126,10,4,1,7,0,1,42,2,0
2126,Email 2127,0,1,1,0,0,0,3,0,0
2127,Email 2128,5,8,6,3,1,2,35,2,2
2128,Email 2129,0,2,2,0,3,0,33,0,0
2129,Email 2130,0,0,1,0,1,0,2,0,0
2130,Email 2131,0,0,1,0,1,0,6,0,0
2131,Email 2132,12,3,1,6,0,2,58,3,3
2132,Email 2133,5,4,16,3,10,0,49,1,7
2133,Email 2134,3,1,2,0,2,0,11,0,0
2134,Email 2135,2,2,9,3,5,0,28,1,4
2135,Email 2136,2,1,1,3,3,0,17,1,0
2136,Email 2137,10,4,1,7,0,1,42,2,0
2137,Email 2138,5,8,6,3,1,2,35,2,2
2138,Email 2139,12,5,7,2,2,3,51,1,2
2139,Email 2140,16,20,4,8,10,13,118,11,1
2140,Email 2141,10,4,2,2,1,3,32,1,0
2141,Email 2142,1,0,1,0,3,0,12,2,0
2142,Email 2143,31,18,26,6,18,2,162,6,16
2143,Email 2144,0,2,1,0,0,0,2,1,0
2144,Email 2145,9,12,12,3,3,3,65,3,5
2145,Email 2146,2,1,1,2,2,2,25,0,0
2146,Email 2147,3,9,44,3,1,0,80,3,25
2147,Email 2148,3,6,1,1,2,3,43,3,2
2148,Email 2149,20,11,8,4,6,0,85,3,3
2149,Email 2150,1,3,3,0,0,0,13,0,0
2150,Email 2151,23,16,4,7,6,14,117,15,2
2151,Email 2152,0,1,2,0,2,1,5,0,0
2152,Email 2153,0,0,1,0,1,0,1,1,0
2153,Email 2154,0,0,1,0,1,0,6,0,0
2154,Email 2155,2,0,1,0,1,0,6,1,0
2155,Email 2156,0,0,1,0,1,0,4,0,0
2156,Email 2157,8,11,23,6,6,3,95,5,10
2157,Email 2158,0,0,1,0,0,0,1,1,0
2158,Email 2159,24,19,1,15,6,5,174,19,2
2159,Email 2160,2,0,1,0,1,0,18,1,1
2160,Email 2161,14,11,6,2,10,3,101,0,1
2161,Email 2162,15,11,6,2,10,3,100,1,1
2162,Email 2163,2,39,1,2,1,4,438,2,10
2163,Email 2164,2,7,2,1,3,0,24,0,0
2164,Email 2165,0,1,1,0,0,0,2,0,0
2165,Email 2166,0,3,2,0,3,0,37,0,0
2166,Email 2167,0,0,1,0,0,0,1,0,0
2167,Email 2168,0,1,1,0,1,0,6,0,0
2168,Email 2169,0,0,1,0,1,0,2,0,0
2169,Email 2170,0,0,1,0,1,0,3,0,0
2170,Email 2171,15,30,28,5,3,4,133,2,11
2171,Email 2172,5,1,1,4,2,0,58,4,0
2172,Email 2173,4,13,14,3,2,1,64,1,5
2173,Email 2174,10,5,1,1,7,8,42,13,0
2174,Email 2175,0,0,1,0,0,0,0,0,0
2175,Email 2176,6,5,1,1,2,2,29,0,1
2176,Email 2177,2,1,2,3,3,0,32,0,1
2177,Email 2178,5,3,3,0,2,1,20,0,0
2178,Email 2179,1,2,2,3,4,0,31,3,0
2179,Email 2180,0,2,1,0,0,0,2,1,0
2180,Email 2181,0,0,1,0,1,0,2,0,0
2181,Email 2182,2,10,4,4,3,3,131,3,0
2182,Email 2183,0,0,1,0,1,0,2,0,0
2183,Email 2184,2,1,2,0,0,1,10,0,0
2184,Email 2185,11,16,6,12,9,5,118,7,1
2185,Email 2186,1,4,3,0,0,0,14,0,0
2186,Email 2187,1,1,1,3,2,2,71,3,0
2187,Email 2188,16,13,2,10,10,6,133,10,3
2188,Email 2189,3,3,1,1,2,0,31,3,0
2189,Email 2190,0,0,1,0,1,0,2,0,0
2190,Email 2191,0,0,1,0,1,0,3,0,0
2191,Email 2192,3,2,2,3,0,0,32,4,0
2192,Email 2193,0,1,2,0,1,0,8,0,0
2193,Email 2194,3,2,3,0,0,0,48,2,0
2194,Email 2195,2,6,1,0,1,0,20,1,0
2195,Email 2196,2,3,4,0,3,2,41,1,1
2196,Email 2197,11,11,5,5,7,1,86,5,3
2197,Email 2198,0,5,3,3,0,1,20,8,0
2198,Email 2199,36,18,15,6,15,0,155,4,6
2199,Email 2200,0,2,2,0,3,0,31,0,0
2200,Email 2201,12,4,1,3,7,6,68,8,0
2201,Email 2202,0,0,1,0,1,0,2,0,0
2202,Email 2203,0,0,1,0,1,0,5,0,0
2203,Email 2204,0,0,1,0,1,0,2,0,0
2204,Email 2205,0,2,1,0,1,0,6,1,0
2205,Email 2206,3,6,1,1,2,3,37,3,2
2206,Email 2207,1,1,1,0,1,2,15,0,1
2207,Email 2208,10,6,19,1,8,8,59,13,9
2208,Email 2209,2,4,1,0,1,2,73,3,0
2209,Email 2210,4,4,1,1,3,2,22,3,0
2210,Email 2211,4,4,4,0,2,4,78,14,0
2211,Email 2212,2,4,30,5,5,0,92,1,15
2212,Email 2213,7,8,2,1,5,0,44,2,1
2213,Email 2214,1,4,2,0,0,0,7,0,0
2214,Email 2215,0,7,1,2,0,0,114,1,0
2215,Email 2216,2,1,1,1,0,0,12,1,0
2216,Email 2217,0,0,1,0,0,0,2,0,0
2217,Email 2218,1,1,1,1,0,0,8,0,0
2218,Email 2219,9,17,25,5,7,1,116,4,11
2219,Email 2220,9,14,18,4,6,1,96,4,8
2220,Email 2221,0,2,2,0,2,0,26,0,0
2221,Email 2222,0,2,1,0,0,5,27,0,0
2222,Email 2223,0,0,1,0,1,0,5,0,0
2223,Email 2224,0,0,1,0,1,0,2,0,0
2224,Email 2225,71,48,3,19,12,15,338,18,1
2225,Email 2226,2,2,2,3,1,0,16,0,0
2226,Email 2227,1,8,2,1,3,1,64,0,0
2227,Email 2228,13,6,1,2,5,4,69,10,1
2228,Email 2229,2,6,3,1,1,3,58,0,0
2229,Email 2230,2,2,1,0,1,0,16,1,0
2230,Email 2231,3,5,1,4,3,1,20,1,1
2231,Email 2232,3,0,1,0,4,1,20,1,0
2232,Email 2233,1,0,1,0,0,0,1,0,0
2233,Email 2234,0,3,1,2,1,1,32,2,0
2234,Email 2235,12,6,10,1,6,3,50,2,4
2235,Email 2236,0,0,1,0,0,0,6,1,1
2236,Email 2237,0,0,1,0,1,0,5,0,0
2237,Email 2238,0,0,1,0,1,0,2,0,0
2238,Email 2239,6,1,2,1,1,0,13,1,0
2239,Email 2240,3,1,1,1,2,0,22,2,0
2240,Email 2241,35,17,1,7,9,13,156,22,1
2241,Email 2242,0,0,1,0,1,0,1,1,0
2242,Email 2243,0,0,1,0,1,0,2,0,0
2243,Email 2244,0,0,1,0,1,0,3,0,0
2244,Email 2245,4,3,3,1,1,1,23,0,0
2245,Email 2246,40,31,13,16,10,9,201,3,4
2246,Email 2247,3,4,1,4,3,1,21,1,1
2247,Email 2248,50,18,1,17,9,21,188,10,0
2248,Email 2249,3,4,1,0,3,1,23,5,0
2249,Email 2250,0,0,1,0,1,0,5,0,0
2250,Email 2251,0,0,1,0,1,0,6,0,0
2251,Email 2252,0,0,2,0,1,0,6,0,0
2252,Email 2253,0,0,1,0,0,0,2,0,0
2253,Email 2254,4,3,1,0,1,17,163,2,0
2254,Email 2255,1,2,4,3,0,0,70,2,0
2255,Email 2256,22,27,2,2,2,8,80,6,1
2256,Email 2257,10,4,4,2,1,2,30,7,0
2257,Email 2258,1,5,1,3,0,1,39,1,1
2258,Email 2259,0,1,2,0,0,1,16,0,1
2259,Email 2260,4,2,1,1,0,0,29,1,0
2260,Email 2261,20,10,5,6,16,7,88,10,0
2261,Email 2262,18,18,4,18,9,14,215,23,0
2262,Email 2263,1,5,1,1,2,2,49,0,0
2263,Email 2264,0,2,2,0,3,0,29,0,0
2264,Email 2265,18,11,1,11,6,6,74,1,0
2265,Email 2266,0,0,1,0,1,0,6,0,0
2266,Email 2267,0,0,1,0,1,0,2,0,0
2267,Email 2268,0,8,4,3,0,16,65,0,0
2268,Email 2269,6,6,3,1,1,0,64,0,1
2269,Email 2270,11,12,6,12,5,3,152,9,1
2270,Email 2271,0,0,1,0,0,0,2,1,0
2271,Email 2272,9,17,24,5,1,1,74,0,11
2272,Email 2273,8,2,7,1,2,2,72,0,2
2273,Email 2274,13,7,4,8,2,8,60,7,8
2274,Email 2275,0,7,2,2,2,15,98,11,0
2275,Email 2276,9,14,33,8,9,1,114,2,13
2276,Email 2277,3,0,2,0,1,0,11,0,1
2277,Email 2278,0,3,3,0,0,1,27,0,1
2278,Email 2279,7,3,2,0,2,2,26,2,1
2279,Email 2280,2,4,1,1,2,3,39,3,2
2280,Email 2281,0,1,1,1,0,2,8,1,0
2281,Email 2282,6,2,1,1,4,4,24,0,0
2282,Email 2283,43,43,7,24,21,27,268,0,6
2283,Email 2284,0,0,1,0,1,0,2,0,0
2284,Email 2285,0,2,1,0,0,0,4,1,0
2285,Email 2286,0,0,1,0,1,0,2,0,0
2286,Email 2287,2,11,1,3,0,0,116,3,3
2287,Email 2288,7,3,2,0,2,2,26,2,1
2288,Email 2289,6,2,1,1,4,4,24,0,0
2289,Email 2290,1,3,1,2,0,0,39,1,1
2290,Email 2291,6,6,3,1,0,8,45,0,0
2291,Email 2292,0,0,1,0,1,0,2,0,0
2292,Email 2293,0,0,1,0,0,0,11,0,0
2293,Email 2294,0,2,2,0,3,0,29,0,0
2294,Email 2295,0,0,1,0,1,0,5,0,0
2295,Email 2296,0,0,1,0,0,0,2,1,0
2296,Email 2297,0,1,2,0,0,0,14,0,1
2297,Email 2298,9,3,2,0,1,4,25,3,1
2298,Email 2299,5,6,15,1,3,1,36,1,7
2299,Email 2300,3,3,1,1,1,0,14,1,1
2300,Email 2301,0,3,1,2,0,1,28,1,1
2301,Email 2302,0,2,1,0,0,0,3,0,0
2302,Email 2303,2,2,1,1,0,0,9,0,0
2303,Email 2304,8,19,5,6,5,10,281,16,1
2304,Email 2305,4,1,2,1,3,0,13,0,1
2305,Email 2306,17,8,12,0,4,2,68,4,6
2306,Email 2307,0,0,1,0,1,0,3,0,0
2307,Email 2308,0,0,1,0,1,0,2,0,0
2308,Email 2309,3,3,9,0,2,1,18,0,4
2309,Email 2310,17,8,12,0,4,2,68,4,6
2310,Email 2311,0,0,1,0,0,0,0,0,0
2311,Email 2312,2,1,2,0,3,0,9,0,0
2312,Email 2313,0,1,1,0,2,1,16,0,0
2313,Email 2314,2,1,2,0,0,0,5,0,0
2314,Email 2315,7,5,4,5,4,1,55,0,2
2315,Email 2316,8,14,8,3,3,0,87,0,4
2316,Email 2317,4,8,5,2,1,0,49,0,2
2317,Email 2318,2,4,3,1,0,0,10,0,0
2318,Email 2319,16,4,1,7,0,3,48,6,0
2319,Email 2320,4,2,1,4,3,0,32,1,1
2320,Email 2321,0,0,1,0,1,0,2,0,0
2321,Email 2322,1,2,2,3,2,0,35,3,0
2322,Email 2323,0,0,1,0,1,0,5,0,0
2323,Email 2324,30,19,7,8,3,27,121,4,1
2324,Email 2325,0,3,2,0,1,1,10,0,0
2325,Email 2326,4,2,1,0,5,0,20,0,0
2326,Email 2327,1,4,2,0,0,0,7,0,0
2327,Email 2328,0,0,1,0,0,1,5,1,2
2328,Email 2329,17,7,1,1,7,1,59,4,0
2329,Email 2330,0,0,1,0,2,0,5,0,0
2330,Email 2331,0,0,1,0,1,0,18,0,0
2331,Email 2332,0,0,1,0,0,1,5,1,2
2332,Email 2333,1,2,1,0,3,0,29,2,0
2333,Email 2334,17,7,1,1,7,1,59,4,0
2334,Email 2335,3,5,3,0,2,1,31,1,1
2335,Email 2336,2,6,4,0,3,1,32,2,1
2336,Email 2337,1,3,9,0,1,0,10,0,4
2337,Email 2338,1,0,1,0,0,0,3,1,0
2338,Email 2339,8,0,2,1,1,0,24,0,1
2339,Email 2340,3,9,1,2,1,5,64,1,0
2340,Email 2341,2,4,2,0,0,1,6,0,0
2341,Email 2342,8,19,3,6,4,5,79,11,0
2342,Email 2343,14,11,7,8,3,6,78,6,6
2343,Email 2344,1,5,28,0,10,6,65,2,12
2344,Email 2345,0,1,1,0,1,0,8,0,0
2345,Email 2346,0,0,1,0,1,0,5,0,0
2346,Email 2347,1,0,1,0,0,2,57,2,0
2347,Email 2348,0,0,1,0,0,0,9,0,0
2348,Email 2349,3,4,5,0,2,0,40,1,3
2349,Email 2350,14,11,7,8,3,6,78,6,6
2350,Email 2351,1,5,28,0,10,6,65,2,12
2351,Email 2352,24,25,6,15,9,4,175,9,4
2352,Email 2353,0,2,2,1,2,0,38,0,0
2353,Email 2354,0,0,1,1,0,0,9,0,0
2354,Email 2355,3,8,1,0,2,2,38,0,0
2355,Email 2356,0,5,2,0,2,0,23,0,0
2356,Email 2357,4,2,3,2,2,1,20,1,1
2357,Email 2358,0,5,2,3,1,1,53,3,0
2358,Email 2359,4,1,1,0,2,2,9,0,2
2359,Email 2360,5,8,2,1,3,1,46,2,0
2360,Email 2361,1,2,2,0,1,0,9,0,0
